,Component 1,Component 2
6659,-0.968603,-3.2327855
6660,10.280708,-0.18598732
6661,4.63608,0.15186323
6662,3.9459968,0.91028786
6663,-3.218161,-3.5441637
6664,3.4530637,2.8580692
6665,-9.966361,11.6562195
6666,9.725627,-1.1431555
6667,3.4014091,4.436207
6668,9.422303,0.38072562
6669,1.2910067,1.7181711
6670,0.862434,-1.469715
6671,-6.466972,5.963083
6672,4.0302305,4.328695
6673,2.9390984,4.4726024
6674,2.9425411,0.94592357
6675,7.3758726,0.09226704
6676,7.0758934,-0.49072337
6677,4.3406134,1.6124548
6678,3.8289258,3.7528086
6679,-7.6939,10.091391
6680,-7.151066,-9.434756
6681,4.5566173,1.0949829
6682,-8.417495,8.229249
6683,9.831715,-0.5614726
6684,-9.109666,11.5793295
6685,-6.5225854,-7.4881325
6686,1.140376,-3.6445277
6687,0.16113646,-5.3008366
6688,1.4166975,-2.7428632
6689,-10.0258045,10.969047
6690,8.420311,0.9625254
6691,-6.5839853,-7.2749476
6692,2.9397986,0.031514388
6693,-8.845261,10.348679
6694,0.3758467,-3.3409686
6695,-0.7719601,-2.5870123
6696,-6.921565,-9.946706
6697,2.7425587,2.4064095
6698,8.824712,0.6779274
6699,5.370426,0.034266777
6700,2.5727127,2.0415573
6701,0.94371194,-2.7980714
6702,2.6067712,0.9167299
6703,10.375257,-1.1287975
6704,1.0303704,-3.6911275
6705,-1.0801374,-3.478146
6706,-7.755923,-9.4436455
6707,7.3939466,2.380679
6708,3.118212,4.2894835
6709,-6.290295,5.277175
6710,-6.7053246,-6.3176713
6711,-1.429129,-4.18438
6712,3.130062,2.4215763
6713,-6.1491313,3.7075975
6714,-7.680943,10.145531
6715,-1.515539,-3.3719306
6716,3.1533134,3.296119
6717,3.6142585,4.453975
6718,0.32768857,-1.1902994
6719,-9.147854,11.224082
6720,-9.065511,11.671171
6721,-7.0009894,9.610825
6722,3.515445,2.477522
6723,-4.1452346,4.3636646
6724,11.795797,-0.22601114
6725,9.651339,0.34084868
6726,0.17635715,-3.6047893
6727,-1.965655,0.7010819
6728,6.716276,0.64574665
6729,-5.498227,6.77309
6730,2.4778457,1.5062556
6731,-6.734554,-8.959226
6732,4.0406284,3.4250128
6733,-7.223112,7.6103516
6734,1.4927161,-3.1803
6735,-4.5512342,2.3525977
6736,7.551899,-0.2708613
6737,6.8858175,0.39700806
6738,-7.855997,12.432393
6739,2.404248,4.8662815
6740,6.94135,1.6169165
6741,-5.689196,8.577142
6742,-8.208815,10.839147
6743,0.5275092,-1.9014119
6744,0.8216292,-3.8375452
6745,-5.991375,-6.551427
6746,-5.8780823,7.1051936
6747,7.687379,1.8491633
6748,0.5555654,-2.8359175
6749,-1.5797573,4.856077
6750,-0.46334827,-3.403243
6751,4.2139964,2.309843
6752,-0.52617216,-1.700189
6753,10.514329,0.05765902
6754,-8.597011,10.49835
6755,3.0526268,4.1212473
6756,-0.118703246,-3.5024996
6757,-10.436928,11.589753
6758,-10.265255,12.814059
6759,0.1402573,-4.2907085
6760,12.071605,-0.7622444
6761,2.807104,4.399034
6762,-4.566925,-7.0825286
6763,10.448466,-0.2719474
6764,3.9560921,2.8918998
6765,-5.1900206,-6.576865
6766,9.179351,0.17184839
6767,-8.023751,5.820645
6768,-8.835234,10.337092
6769,2.9299057,-1.815609
6770,-2.830366,-4.9643817
6771,-7.8059235,-10.386983
6772,4.3179507,2.9657457
6773,-7.121112,-7.528594
6774,-7.3124523,-9.022226
6775,-1.007414,-5.431429
6776,-0.4791342,-1.4880176
6777,3.5745597,0.13133514
6778,-0.13063975,-4.1178637
6779,-8.54779,-8.981923
6780,-5.399503,-6.6218166
6781,-5.5117693,6.67285
6782,-3.8692477,4.923868
6783,-6.0668974,5.309027
6784,10.886214,-0.29451543
6785,10.176719,0.10287945
6786,-5.283456,-7.725091
6787,-5.7030067,6.046962
6788,2.0094285,-3.4733443
6789,-6.6709805,-7.2339497
6790,-7.4225073,-9.807068
6791,-0.49880058,-3.781014
6792,-6.241511,-6.32676
6793,3.130322,2.7248762
6794,12.198229,0.025547078
6795,6.4513745,0.48128
6796,-6.706468,8.657014
6797,4.0337644,1.2242544
6798,2.4166594,-2.2187634
6799,3.2042456,3.8154447
6800,-5.201192,1.0569773
6801,9.571839,-1.014299
6802,0.8729648,-4.9886413
6803,3.6403286,-1.3015229
6804,-4.437346,4.2679615
6805,0.17039315,5.25745
6806,8.570296,0.03923489
6807,-7.4748225,6.849593
6808,-7.1242375,6.9698877
6809,2.7223532,-0.34861442
6810,0.12597361,-2.4496808
6811,-5.5207644,-6.012021
6812,8.930602,-0.989867
6813,13.02898,0.14785533
6814,-7.646522,8.973159
6815,1.4130479,-2.2351394
6816,-4.445878,-6.608613
6817,10.217948,0.07485224
6818,-0.41632593,5.721551
6819,-4.181999,2.8060436
6820,7.067476,0.67116827
6821,2.5860214,4.057892
6822,-1.3047656,-1.8109198
6823,-8.434663,9.911435
6824,2.9865334,3.102165
6825,-5.7947764,-7.6392474
6826,8.865529,-0.56236255
6827,-7.2113204,-8.924658
6828,-0.17166275,-4.908711
6829,-6.650796,-9.261947
6830,3.9066072,2.5993626
6831,2.2325177,-2.6755736
6832,-4.252596,-6.1806054
6833,6.4326787,0.65565413
6834,6.3533525,0.8186586
6835,4.025988,2.2816412
6836,-7.6187167,-8.604203
6837,2.5116663,0.41886565
6838,3.3841496,0.7476537
6839,-9.151923,11.007086
6840,-5.808024,6.9581637
6841,5.276538,1.5312047
6842,-7.667287,10.837127
6843,-5.4964213,-7.4095674
6844,1.5493482,4.498492
6845,13.842284,-0.4086307
6846,6.0123434,-2.046301
6847,6.6059136,0.6580555
6848,-4.4577923,3.871971
6849,3.6655016,4.8810887
6850,11.25689,-0.8315748
6851,13.271465,-0.72194827
6852,-5.5293207,-6.220037
6853,-4.948349,-7.2473354
6854,-7.7544384,6.960505
6855,4.372348,4.0791826
6856,1.1566331,-1.5942829
6857,-6.230961,-7.9714212
6858,-3.3482091,3.2821598
6859,7.953964,-0.6209817
6860,5.9266157,0.80424625
6861,-0.45016128,-0.8720907
6862,2.4704766,3.60805
6863,1.3471694,2.8977559
6864,-4.2986255,-5.9449286
6865,-5.744744,-6.48486
6866,2.9805622,0.032842077
6867,-0.09342976,-2.8470876
6868,4.4495077,2.5181823
6869,7.651049,0.6393829
6870,1.2284465,-2.7883046
6871,5.0490284,1.9491457
6872,-0.46344498,-4.6965356
6873,-0.17154624,-3.7847536
6874,-8.142069,10.351495
6875,8.1589365,0.80610937
6876,4.5192184,0.4534204
6877,-8.19746,8.443698
6878,-6.5962324,-7.704109
6879,-1.0735415,-3.6223469
6880,4.4283504,4.164765
6881,-8.547118,7.871352
6882,-8.19245,9.6109495
6883,-2.746543,5.7676463
6884,8.644952,-0.76339394
6885,6.320089,0.2741724
6886,-0.50700295,-2.3521922
6887,12.397492,-1.1241952
6888,8.38735,0.5968287
6889,0.44841236,-3.1106207
6890,-1.7125036,-2.4666052
6891,9.059987,-0.5837613
6892,4.1621695,2.2038736
6893,-0.16009234,-1.4439765
6894,-6.966751,8.62601
6895,-6.529717,-8.76552
6896,-10.134514,13.085627
6897,2.787727,5.4364614
6898,-2.0035877,3.8900032
6899,-7.765164,-11.136538
6900,-7.9135523,-8.792449
6901,1.5873029,3.4566038
6902,3.3660192,2.1401584
6903,11.1002,-0.8843691
6904,-0.21016972,-3.5774198
6905,0.28655297,-3.9604964
6906,5.8957653,1.085555
6907,-0.4059969,-3.3936496
6908,-0.28782532,-0.56681037
6909,1.1992605,-2.1266222
6910,7.0983357,-2.4399672
6911,4.580606,1.1646773
6912,-1.8304439,-2.1361804
6913,11.077379,-0.7014682
6914,3.1481965,1.2124796
6915,0.9267777,0.5267305
6916,2.233466,0.5040288
6917,-6.6039085,-7.838494
6918,-6.8148746,7.9153314
6919,3.831617,2.8800662
6920,2.5991716,1.0031449
6921,-8.095295,10.457687
6922,-4.727057,-5.5851274
6923,-9.763407,11.874497
6924,-6.264209,4.5425615
6925,-10.44231,12.189477
6926,-6.1092324,-6.2136903
6927,-6.8496027,7.5498023
6928,11.328432,-1.208016
6929,3.55424,2.7067502
6930,-1.7370634,7.498567
6931,-7.2786055,11.082299
6932,4.3736844,2.35501
6933,-4.678448,3.045474
6934,2.0895376,-0.21468213
6935,0.9521486,-2.4048324
6936,-6.2029004,6.4080544
6937,-1.8762094,-3.7143483
6938,-8.1853285,8.4074135
6939,-0.13758928,-4.2674885
6940,-6.7468066,-8.671195
6941,11.534944,0.03328786
6942,6.5947394,0.3099355
6943,4.664266,2.8354323
6944,7.358179,1.578183
6945,-5.404906,6.73295
6946,-2.402314,-3.4484591
6947,-6.9103737,-7.654716
6948,-2.4169893,0.97621155
6949,8.589357,0.6079504
6950,-5.932005,9.176875
6951,9.818697,0.547541
6952,13.8681755,-0.7161365
6953,4.201495,4.737762
6954,-6.9122734,6.06693
6955,-8.954035,11.644361
6956,-4.3227825,-5.5171494
6957,-8.393466,9.899055
6958,-5.8008127,-6.326874
6959,0.8176495,-3.9103074
6960,-0.65183276,-4.6487775
6961,0.8587278,-4.265211
6962,-6.1437573,-7.9327126
6963,-2.8038452,2.9693134
6964,-0.1285134,-4.034422
6965,5.7933655,1.2352349
6966,-0.06201892,-3.8912787
6967,-6.3696375,-4.595793
6968,-7.0337257,6.9209175
6969,-8.548011,-11.3539505
6970,7.941876,-2.2116578
6971,0.53721446,-4.696626
6972,2.7442532,2.3189805
6973,-5.269092,8.0093565
6974,10.478067,1.0460707
6975,0.10638849,6.4728627
6976,-1.3882755,-3.3517828
6977,-8.0747795,-9.815814
6978,2.4030457,-4.4284844
6979,1.7009393,-2.1723542
6980,-1.4485681,-5.1119018
6981,6.8907633,0.72442853
6982,-7.8496666,5.7948275
6983,0.25961548,-2.2682152
6984,1.0685655,1.5911046
6985,-7.898487,-11.025699
6986,10.602309,-1.5589682
6987,4.110631,1.9295473
6988,-5.53134,-6.6070514
6989,5.032902,1.5142854
6990,-4.707578,-3.8258736
6991,3.1141772,3.1955452
6992,6.599144,0.18473256
6993,6.301798,1.7380803
6994,2.5302508,2.3308342
6995,10.322043,-0.57720447
6996,-6.8389783,5.874443
6997,3.5817327,0.93785954
6998,6.560538,-0.7159841
6999,-5.4285173,-6.303797
7000,-6.1184225,9.213857
7001,7.434747,1.0363237
7002,1.6875284,-1.374989
7003,-8.052774,8.747344
7004,0.5312695,-4.1451006
7005,12.973486,-0.108741835
7006,-6.09802,-5.827426
7007,-7.8403177,8.993378
7008,-7.589496,-3.1967795
7009,-2.2572126,-4.412237
7010,8.246999,-0.030611387
7011,3.8375926,4.9802265
7012,9.774758,0.52691495
7013,8.075024,-0.36924228
7014,-5.601527,6.9425573
7015,2.32539,1.8488086
7016,7.8989134,0.93783736
7017,6.192813,0.2960458
7018,4.402457,3.396788
7019,10.395896,0.5409396
7020,-1.4960203,0.7478885
7021,0.5143888,-1.8272238
7022,8.350821,-0.46015072
7023,-6.128148,3.979708
7024,3.4140115,4.115634
7025,8.11246,-0.6433781
7026,-5.5528893,5.64395
7027,-10.444092,11.499646
7028,12.118737,-0.27578765
7029,4.398016,4.652938
7030,13.533482,-0.23426652
7031,-2.2924418,4.2238936
7032,-6.541628,-8.07346
7033,1.1530424,3.96391
7034,-6.9751954,-9.306615
7035,-6.3138094,-5.715239
7036,5.3990145,0.2712329
7037,-1.9424219,-3.5690396
7038,2.9583852,2.4356778
7039,7.0181017,-0.5386601
7040,-1.029086,-3.940386
7041,-6.1850834,-8.077796
7042,-4.739778,-6.002877
7043,-8.097064,11.805113
7044,-3.385695,-2.4949086
7045,-1.5909948,-1.7556967
7046,3.9605541,2.4953907
7047,7.847904,1.2025511
7048,3.8532467,2.626306
7049,-2.7543986,5.088036
7050,-6.7117996,-8.019213
7051,-1.0836723,-1.5850416
7052,-5.7355456,-7.665905
7053,0.21022828,-2.843741
7054,-3.1823637,4.5280385
7055,-3.252704,0.63075227
7056,3.422804,2.4639978
7057,4.9661736,0.5936589
7058,-6.0820904,-9.0186
7059,3.7415566,6.3872566
7060,7.8808455,2.4298675
7061,0.23109846,-3.088777
7062,-0.92052245,-0.94472796
7063,3.6461453,4.659021
7064,4.8110514,6.5100784
7065,-7.6714354,2.314489
7066,-9.789194,10.143576
7067,8.520767,0.924043
7068,5.4726443,0.6553074
7069,7.0566816,1.0067968
7070,-8.298234,-9.037518
7071,-6.8125963,-7.297389
7072,-6.841801,-9.566241
7073,-1.1745442,-4.102894
7074,-8.789164,8.35223
7075,2.043614,4.7669005
7076,1.4775901,-3.4740846
7077,-4.942518,-6.847463
7078,-7.2407,3.4940827
7079,-6.89614,2.76693
7080,-2.8778617,-3.557402
7081,-7.891571,9.598173
7082,9.852494,-0.8669888
7083,8.389795,1.2140263
7084,10.746104,0.07305159
7085,-1.1092405,-3.678037
7086,9.1648445,0.8630776
7087,-6.3137937,-7.717937
7088,-6.713712,-8.369043
7089,-7.961357,8.536112
7090,-0.16239187,-3.1007886
7091,-7.4364047,6.889546
7092,-5.5824723,-7.2189
7093,3.770064,2.0825565
7094,-1.394874,-2.297117
7095,-6.6100597,7.751856
7096,9.598625,0.17976214
7097,11.460628,-0.8136304
7098,1.265064,-4.817442
7099,-1.3004351,-1.7443247
7100,-5.6255054,-6.7447777
7101,11.391618,-1.0214856
7102,-2.4952137,-1.3134156
7103,-6.8348546,7.5729985
7104,-3.3363547,-6.328871
7105,0.63274616,-0.70106363
7106,1.712593,1.4124403
7107,2.24292,-1.7043626
7108,-5.3817015,-7.756251
7109,-6.5656705,-8.290922
7110,-6.824217,5.9838247
7111,3.4653273,3.835159
7112,-4.549194,-4.5752625
7113,-7.3695316,-10.375215
7114,-5.700363,-7.8036957
7115,-7.162554,6.291743
7116,-2.979674,-4.706817
7117,4.6451993,5.2873235
7118,12.322364,-1.7754929
7119,-2.4028876,-4.539374
7120,2.7423668,2.0644934
7121,0.10035433,5.609901
7122,-7.5425444,-9.269793
7123,0.5641619,-1.8364916
7124,-1.5143969,-4.2247076
7125,-5.975719,-5.616075
7126,-7.1725154,8.676569
7127,-6.823449,-6.783432
7128,0.46755287,-3.2707841
7129,-6.5912313,7.658021
7130,-6.6784773,-9.269238
7131,13.413088,0.79342496
7132,13.063704,-0.5312277
7133,-8.584624,11.402609
7134,10.271648,-0.74479717
7135,1.0932193,-2.8839493
7136,11.28999,0.122006655
7137,11.736537,-1.169871
7138,5.1980934,2.916998
7139,5.994686,0.79681003
7140,-6.8502107,8.873518
7141,-5.431363,-7.089602
7142,8.21017,1.0856781
7143,-6.859468,-8.003165
7144,10.034414,0.37460843
7145,0.19423716,4.4295797
7146,6.7379665,0.33740002
7147,-0.55350524,-3.243297
7148,3.317106,3.0593398
7149,-1.3956257,-1.363992
7150,10.61405,0.1747224
7151,3.0915973,3.6909091
7152,3.6810355,3.648179
7153,7.158491,-0.09855978
7154,5.3198533,1.5922353
7155,1.4930423,-2.6337523
7156,-6.771909,-6.8646693
7157,3.22598,2.9419599
7158,2.8707693,-1.3612187
7159,0.89412427,-3.2887847
7160,2.5135443,0.10536069
7161,7.876231,-1.4418372
7162,-0.24846059,-3.202044
7163,-8.290398,-9.373526
7164,-10.139287,11.24681
7165,-6.5897174,-8.490937
7166,4.4994836,5.661286
7167,8.89936,-1.5399704
7168,-4.41704,-5.499952
7169,-3.9668705,-4.7058783
7170,1.524675,5.015535
7171,6.2913723,0.46243885
7172,8.833096,0.07209885
7173,2.9065878,0.5121028
7174,-2.0693483,-0.7906464
7175,10.76322,-0.24243577
7176,3.2967713,3.9200974
7177,7.74935,-0.5521937
7178,-4.9932647,-6.269793
7179,-4.9813886,-5.122147
7180,3.517293,1.4008354
7181,-6.2169633,-6.386286
7182,-0.7152777,-4.0356455
7183,-7.740846,-8.878715
7184,3.6132972,0.7083399
7185,-2.2958465,2.1789963
7186,2.3649726,2.390239
7187,-6.6979837,-8.626033
7188,8.294486,1.5078784
7189,-5.396777,-6.125122
7190,2.1519113,-3.7837784
7191,11.769303,-0.9107964
7192,-6.043332,-8.574161
7193,4.1381917,0.9022814
7194,7.7210813,1.0027362
7195,-5.782095,7.3333244
7196,-3.0552523,-5.0437655
7197,2.8412442,1.6196871
7198,-0.87262994,-3.2859924
7199,-6.0819097,-8.279432
7200,3.0174778,5.0894656
7201,0.20180602,-3.8988595
7202,-6.576231,7.751229
7203,10.565793,-1.2036029
7204,2.7569125,2.4055102
7205,8.83313,-1.5663406
7206,4.0028405,1.9077939
7207,-5.9945126,8.134044
7208,4.7554054,4.2661014
7209,4.4771757,2.8544626
7210,-6.2123675,-8.068412
7211,11.723887,-1.0356737
7212,-0.98553777,-3.6325207
7213,-7.3112392,-7.541574
7214,0.8300618,-4.367554
7215,10.666319,-0.13097453
7216,-6.14988,-8.126463
7217,-6.19071,-7.4960814
7218,4.488838,0.904598
7219,-9.744328,11.969264
7220,8.333762,1.7672806
7221,8.611307,1.545827
7222,0.12661646,-4.30794
7223,-5.9816084,-6.9799953
7224,-7.526465,-6.281676
7225,-7.1915317,-9.093715
7226,13.787153,0.30319062
7227,10.236825,2.2337875
7228,-7.4979687,-9.338417
7229,3.5954897,3.4554718
7230,-5.4992194,8.046103
7231,6.4419985,-1.4630573
7232,-6.905868,-7.8436837
7233,7.0734367,0.053084895
7234,-9.138644,10.953979
7235,-6.40742,-6.398539
7236,-5.822616,-7.1480885
7237,2.0717158,-1.2452565
7238,-8.604934,11.1321745
7239,0.031914677,-5.7362766
7240,6.7268066,-0.5727444
7241,-1.9265069,-3.2522411
7242,3.1501307,6.042055
7243,1.4214736,-4.0572877
7244,0.7907496,-4.4943104
7245,-7.106597,-8.496059
7246,-9.687521,11.883835
7247,-5.4732604,-6.625371
7248,-5.1900873,5.5605755
7249,4.2525816,3.3714333
7250,0.66744465,-4.490337
7251,-2.7396975,-4.566559
7252,11.377868,0.6141757
7253,10.501383,0.069199
7254,2.5366402,2.5098815
7255,11.53927,-1.6696367
7256,4.3653917,4.7816505
7257,12.151422,-0.23280783
7258,6.513855,0.99634475
7259,-6.436405,-8.732394
7260,8.196584,0.7737699
7261,-6.170185,-6.992467
7262,8.370266,-1.9256811
7263,8.845402,-0.13377787
7264,3.1693897,3.4897997
7265,-1.3808817,-3.2202377
7266,5.7691655,-0.18641083
7267,10.066972,-1.2993492
7268,4.7469378,-0.46651715
7269,-8.013876,-9.869627
7270,9.07867,-0.09900547
7271,-4.6138163,-6.348604
7272,-0.7450573,-3.73845
7273,-5.6234217,-5.3300767
7274,2.9306598,0.608031
7275,10.963379,-1.7302159
7276,-5.2969055,-8.087602
7277,-0.060733177,-3.3374724
7278,-5.570143,9.746852
7279,6.6798916,-0.8409922
7280,-0.039301544,-4.293401
7281,4.079842,2.7968063
7282,-11.686026,15.104246
7283,-6.686837,-8.224987
7284,-4.330657,-5.8893547
7285,3.4633944,4.150484
7286,-2.6394174,4.8209467
7287,-9.947132,11.632854
7288,5.7334375,-0.30283853
7289,-5.835953,9.788298
7290,6.5366397,0.2945618
7291,2.4220161,3.293119
7292,-7.9002953,10.627938
7293,9.416133,1.0412025
7294,1.1623874,-3.3313093
7295,3.4118104,5.241621
7296,-1.0660007,-2.4775965
7297,-7.9812894,-10.477814
7298,7.4886837,-1.5242026
7299,-6.4911194,-8.563885
7300,-10.420331,13.873321
7301,-3.5781517,-7.215583
7302,5.2599277,2.048484
7303,10.872518,-0.6362929
7304,8.067626,0.23205836
7305,11.136351,0.15298101
7306,-7.1163874,6.488775
7307,-5.5778685,-7.3160105
7308,4.013842,2.4813344
7309,0.78381747,-3.9306407
7310,4.685643,2.508328
7311,-3.1261718,-3.6469991
7312,-0.8272208,-1.8975374
7313,3.9483545,4.048307
7314,10.139487,-0.8239598
7315,3.1275616,3.4407709
7316,-7.8447576,9.584676
7317,-7.764253,7.1859274
7318,3.2022016,3.2607632
7319,-8.818771,10.949275
7320,2.2954059,-0.28070158
7321,6.3550653,-0.7183308
7322,7.509046,0.8455275
7323,6.7996283,2.9104204
7324,-3.993959,-5.5673833
7325,0.799997,2.3182518
7326,-6.3598185,-8.581753
7327,3.8204112,0.960601
7328,-6.9961915,8.342979
7329,2.1337264,2.3342333
7330,5.9264693,0.6242865
7331,-6.6809416,7.007255
7332,0.56777495,-3.5282037
7333,-0.87154126,-3.900722
7334,1.9468735,5.2365465
7335,-5.177945,7.3860607
7336,4.2106113,3.7048092
7337,7.44338,2.5599244
7338,-7.391252,-8.775569
7339,-6.2605267,6.461633
7340,0.07071329,-1.970199
7341,-6.9151173,-8.941012
7342,-5.792433,-3.3158023
7343,-5.244353,-8.520621
7344,-8.516391,12.064792
7345,9.284312,0.024660513
7346,-1.9120182,5.004463
7347,-10.09861,10.115608
7348,-6.2335634,-7.549305
7349,4.3411183,5.152924
7350,0.37506047,-5.103319
7351,-7.11509,-8.554108
7352,-6.8256536,-8.558962
7353,-4.733718,-5.2277765
7354,-7.0468626,-9.476056
7355,-5.4856095,7.8770247
7356,3.3946579,3.6986299
7357,-0.48556033,-3.75766
7358,6.489619,0.3408312
7359,-7.443446,-8.693427
7360,4.4158645,3.5129507
7361,7.9688983,0.06809192
7362,0.7017857,0.8048036
7363,-6.601703,9.899205
7364,3.89946,1.6447407
7365,-10.519854,11.124311
7366,1.6222389,0.7087868
7367,1.0702877,-1.8795288
7368,-7.305898,5.8227882
7369,-5.5958476,-6.5519366
7370,1.4886988,0.49651355
7371,-4.9018383,-7.1862884
7372,-9.098551,7.9586964
7373,6.842063,-0.41963115
7374,10.400762,-1.3856925
7375,1.8174082,-2.6197712
7376,-5.442489,4.6257114
7377,1.0806521,-4.4755616
7378,2.2846396,4.024497
7379,-6.6715417,8.532563
7380,3.1433833,1.3419266
7381,10.774023,1.169832
7382,-6.441931,-8.904436
7383,5.137241,3.4805284
7384,-5.3587995,2.1480396
7385,-1.8293513,8.513922
7386,-8.274351,7.5218916
7387,1.2765584,-3.767401
7388,-7.7992315,9.309412
7389,3.5829315,2.478359
7390,11.453221,-0.44200718
7391,14.486403,-1.275961
7392,0.4275414,-1.6326267
7393,-4.210149,-5.2212863
7394,-10.275542,8.304035
7395,7.7222447,0.4953152
7396,-4.2252727,-5.174291
7397,-0.44386,-2.1714838
7398,-1.5782073,-4.3484035
7399,-0.58634186,7.3263288
7400,13.165133,-1.1275111
7401,-4.596445,6.216067
7402,1.3886571,3.8743358
7403,-6.1953425,-8.348084
7404,2.9909863,4.945383
7405,0.073967576,-2.570063
7406,-0.05664743,-2.8137426
7407,-3.2970052,4.938477
7408,-5.536393,-7.377902
7409,-7.544729,-10.1712675
7410,-7.812241,-7.0386004
7411,10.0138035,-0.69794947
7412,0.3342748,-2.9531224
7413,0.6148679,-3.3687901
7414,-1.0484848,-1.7812226
7415,-6.3747535,6.0663967
7416,-1.8452575,3.626869
7417,6.0398655,1.8878489
7418,8.898804,-1.6671065
7419,-4.444787,-5.152681
7420,14.119076,-0.27181843
7421,10.0381775,-1.1557288
7422,-6.0718536,-8.510263
7423,6.475498,-2.065962
7424,9.50445,1.3709832
7425,-7.0681796,-7.8431044
7426,0.39482865,-1.6774323
7427,-6.782341,3.6648815
7428,7.631503,-0.78028977
7429,-0.47740486,-4.4000363
7430,-8.34532,10.742715
7431,6.6489663,1.876256
7432,12.332373,-1.1939793
7433,-1.5375135,-3.3376384
7434,10.321363,-1.4700657
7435,7.6882863,1.2068331
7436,10.381133,0.22912177
7437,3.8356647,1.2651283
7438,-8.412504,8.218568
7439,7.589091,-0.44395152
7440,-0.7043467,-5.2991867
7441,-6.9950166,-7.9604936
7442,7.9804907,-0.06400106
7443,-1.265206,-2.3533156
7444,-5.9242916,-6.2728
7445,6.054355,2.9392648
7446,1.4147279,-2.4124136
7447,1.5303568,-1.5004185
7448,3.9689722,5.002403
7449,6.6643257,-2.2595823
7450,8.673809,1.0949441
7451,5.5810995,0.95989203
7452,7.787308,2.3965302
7453,-1.6223387,-2.5562608
7454,-8.761603,12.675309
7455,3.265192,4.5923605
7456,-1.5153524,-2.3994257
7457,-5.8309245,-7.509081
7458,4.9518805,3.9525306
7459,0.45295864,-1.4846805
7460,9.8201475,-0.12716745
7461,-0.8919308,-3.501302
7462,-3.3534114,-6.246645
7463,1.942561,-2.4248064
7464,10.007629,1.3840727
7465,-5.4888983,5.091544
7466,-3.180584,0.54155725
7467,-3.844928,-4.799616
7468,-1.0556233,5.2581534
7469,-6.8752275,-6.466084
7470,-0.85970527,-1.893295
7471,6.2811728,0.4345792
7472,4.6762595,3.437605
7473,3.8749175,1.5575813
7474,2.1354237,-3.5329487
7475,-5.456772,-2.6260526
7476,-7.4488173,-9.147381
7477,-1.4581968,-3.8218486
7478,-3.9246066,6.7064867
7479,3.9006803,1.9815512
7480,3.5461876,1.2521522
7481,-4.8115506,-3.1026552
7482,0.45491785,-4.1503997
7483,7.214119,1.4342604
7484,5.2810197,3.3016114
7485,2.1972475,2.7865353
7486,-5.7540407,-7.688398
7487,-0.49581102,-4.735465
7488,-5.4448895,-4.47315
7489,-4.825932,-3.6144247
7490,-1.5154549,-4.8798122
7491,-4.2287636,5.213787
7492,4.453576,0.003656889
7493,-4.1459284,-6.0745554
7494,11.155667,-0.37632564
7495,-9.070954,6.65909
7496,-6.88109,-7.5385985
7497,-7.037973,-9.206332
7498,8.472855,-1.6325223
7499,-0.85663885,0.7277694
7500,-1.5414104,-3.0684144
7501,10.801889,-1.58952
7502,-6.0840015,4.6615376
7503,10.568697,-0.81052
7504,6.0232005,0.3138182
7505,4.997448,0.24577266
7506,1.2351711,-2.2441518
7507,12.286861,-0.04698822
7508,-5.576856,-7.65787
7509,3.3188276,1.7444229
7510,-4.622236,-8.076209
7511,11.103842,2.137774
7512,-0.5801461,-0.91647846
7513,6.6945453,0.89953053
7514,4.0252285,3.0988548
7515,-5.3011894,-8.135188
7516,15.131939,0.35571134
7517,-5.010693,-0.53881836
7518,4.3487186,0.9912607
7519,-0.1506526,-2.8283453
7520,0.2835843,-2.9571116
7521,8.731363,-0.9034443
7522,-0.35675827,-3.1756642
7523,3.2554293,1.2435287
7524,-6.880709,-6.624752
7525,-5.6794457,-8.079431
7526,-0.9410467,-4.0462656
7527,-0.9608264,-3.607987
7528,-6.7624874,-8.524236
7529,-6.456379,9.60205
7530,-0.56942075,-3.1681447
7531,-5.253367,-7.768978
7532,-8.480393,10.823653
7533,-8.488406,10.20561
7534,12.930665,0.16326512
7535,-6.961925,5.797427
7536,9.671474,-1.4498656
7537,-6.74024,-9.6855545
7538,-5.610094,-7.599923
7539,-9.11437,9.677315
7540,-0.6809391,-2.770707
7541,4.3414903,1.3791533
7542,8.651358,-1.1169982
7543,0.15017496,-4.668211
7544,-0.21306631,5.1570473
7545,-0.9122119,-4.8684716
7546,-6.770443,4.7815585
7547,-6.369254,-9.024376
7548,-1.1434845,-3.5240622
7549,-8.773611,9.65216
7550,-9.965967,13.375941
7551,-5.057974,8.049631
7552,-7.737606,-10.962407
7553,-6.3632474,-7.31231
7554,-1.3178399,-3.7223601
7555,-6.261815,7.987608
7556,3.7293024,1.6446383
7557,-1.1085663,2.5669668
7558,9.044241,0.99430823
7559,1.9502656,-2.9556165
7560,7.633318,0.36516544
7561,0.22778866,-3.3863554
7562,4.776591,5.975534
7563,-7.4719343,-7.52481
7564,-6.58417,9.2553625
7565,7.832867,-0.735164
7566,4.2105823,0.53745663
7567,2.4002025,4.0303335
7568,3.4073138,5.6233773
7569,9.47035,1.5743022
7570,-3.725948,1.9294901
7571,4.327428,4.2388153
7572,4.413083,2.455749
7573,10.531765,-0.55735844
7574,-5.3185973,-6.3732347
7575,1.2326573,-3.1042843
7576,1.0989581,-2.586457
7577,-3.9150798,-4.881944
7578,2.9514925,3.1592188
7579,1.3439381,-2.0374386
7580,-5.2003717,-6.0656023
